 1
 61    1
  1.000000 -0.000000
  0.997261  0.000033
  0.989074  0.000131
  0.975528  0.000292
  0.956773  0.000509
  0.933013  0.000778
  0.904508  0.001089
  0.871572  0.001436
  0.834565  0.001809
  0.793893  0.002200
  0.750000  0.002600
  0.703368  0.003000
  0.654508  0.003391
  0.603956  0.003762
  0.552264  0.004103
  0.500000  0.004405
  0.447736  0.004656
  0.396044  0.004845
  0.345492  0.004963
  0.296632  0.005000
  0.250000  0.004951
  0.206107  0.004809
  0.165435  0.004575
  0.128428  0.004250
  0.095492  0.003837
  0.066987  0.003345
  0.043227  0.002782
  0.024472  0.002158
  0.010926  0.001481
  0.002739  0.000760
  0.000000  0.000000
  0.002739 -0.000760
  0.010926 -0.001481
  0.024472 -0.002158
  0.043227 -0.002782
  0.066987 -0.003345
  0.095492 -0.003837
  0.128428 -0.004250
  0.165435 -0.004575
  0.206107 -0.004809
  0.250000 -0.004951
  0.296632 -0.005000
  0.345492 -0.004963
  0.396044 -0.004845
  0.447736 -0.004656
  0.500000 -0.004405
  0.552264 -0.004103
  0.603956 -0.003762
  0.654508 -0.003391
  0.703368 -0.003000
  0.750000 -0.002600
  0.793893 -0.002200
  0.834565 -0.001809
  0.871572 -0.001436
  0.904508 -0.001089
  0.933013 -0.000778
  0.956773 -0.000509
  0.975528 -0.000292
  0.989074 -0.000131
  0.997261 -0.000033
  1.000000  0.000000
