 1
 -0.33259958    0.17599328 
 -0.34007246    0.17239515 
 -0.34741608    0.16871515 
 -0.35462760    0.16497141 
 -0.36170425    0.16114999 
 -0.36864329    0.15727613 
 -0.37544206    0.15332923 
 -0.38209792    0.14933998 
 -0.38860832    0.14528587 
 -0.39497075    0.14119658 
 -0.40118275    0.13705450 
 -0.40724192    0.13288307 
 -0.41314594    0.12867120 
 -0.41889252    0.12443628 
 -0.42447945    0.12017355 
 -0.42990458    0.11589446 
 -0.43516581    0.11160048 
 -0.44026112    0.10729725 
 -0.44518854    0.10299224 
 -0.44994617    0.09868549 
 -0.45453218    0.09439029 
 -0.45894479    0.09010122 
 -0.46318232    0.08583717 
 -0.46724312    0.08158746 
 -0.47112564    0.07737639 
 -0.47482836    0.07318812 
 -0.47834987    0.06905221 
 -0.48168881    0.06494777 
 -0.48484389    0.06090946 
 -0.48781389    0.05691141 
 -0.49059767    0.05299329 
 -0.49319416    0.04912430 
 -0.49560236    0.04534891 
 -0.49782133    0.04163150 
 -0.49985022    0.03802124 
 -0.50168825    0.03447766 
 -0.50333471    0.03105441 
 -0.50478896    0.02770646 
 -0.50605045    0.02449135 
 -0.50711869    0.02136005 
 -0.50799327    0.01837237 
 -0.50867384    0.01547729 
 -0.50916016    0.01273013 
 -0.50945202    0.01007396 
 -0.50954932    0.00712921 
 -0.50945202    0.00531451 
 -0.50916016    0.00314916 
 -0.50867384    0.00103960 
 -0.50799327   -0.00082462 
 -0.50711869   -0.00259139 
 -0.50605045   -0.00417032 
 -0.50478896   -0.00559988 
 -0.50333471   -0.00687575 
 -0.50168825   -0.00796664 
 -0.49985022   -0.00891364 
 -0.49782133   -0.00967514 
 -0.49560236   -0.01027415 
 -0.49319416   -0.01071655 
 -0.49059767   -0.01096816 
 -0.48781389   -0.01106381 
 -0.48484389   -0.01099576 
 -0.48168881   -0.01074692 
 -0.47834987   -0.01034167 
 -0.47482836   -0.00977806 
 -0.47112564   -0.00903897 
 -0.46724312   -0.00814768 
 -0.46318232   -0.00710582 
 -0.45894479   -0.00590532 
 -0.45453218   -0.00455430 
 -0.44994617   -0.00306235 
 -0.44518854   -0.00143286 
 -0.44026112    0.00033667 
 -0.43516581    0.00223868 
 -0.42990458    0.00426410 
 -0.42447945    0.00640816 
 -0.41889252    0.00866580 
 -0.41314594    0.01103427 
 -0.40724192    0.01350628 
 -0.40118275    0.01607370 
 -0.39497075    0.01873055 
 -0.38860832    0.02147069 
 -0.38209792    0.02428781 
 -0.37544206    0.02717549 
 -0.36864329    0.03012719 
 -0.36170425    0.03313593 
 -0.35462760    0.03619471 
 -0.34741608    0.03929708 
 -0.34007246    0.04243646 
 -0.33259958    0.04560630 
 -0.32500031    0.04880008 
 -0.31727760    0.05201136 
 -0.30943441    0.05523377 
 -0.30147376    0.05846106 
 -0.29339873    0.06168706 
 -0.28521244    0.06490577 
 -0.27691802    0.06811134 
 -0.26851870    0.07129805 
 -0.26001769    0.07446038 
 -0.25141828    0.07759298 
 -0.24272379    0.08069072 
 -0.23393756    0.08374803 
 -0.22506299    0.08675388 
 -0.21610349    0.08970901 
 -0.20706252    0.09260899 
 -0.19794356    0.09544963 
 -0.18875013    0.09822695 
 -0.17948578    0.10093718 
 -0.17015407    0.10357680 
 -0.16075861    0.10614247 
 -0.15130301    0.10863109 
 -0.14179092    0.11102481 
 -0.13222601    0.11332990 
 -0.12261196    0.11554771 
 -0.11295249    0.11767593 
 -0.10325131    0.11971245 
 -0.09351217    0.12165531 
 -0.08373881    0.12349377 
 -0.07393502    0.12521569 
 -0.06410456    0.12683717 
 -0.05425123    0.12835699 
 -0.04437882    0.12977405 
 -0.03449115    0.13108740 
 -0.02459202    0.13226807 
 -0.01468525    0.13333623 
 -0.00477466    0.13429707 
  0.00784471    0.13535595 
  0.02046407    0.13622735 
  0.03308344    0.13691009 
  0.04570281    0.13740290 
  0.05832217    0.13770442 
  0.07094154    0.13781324 
  0.08356091    0.13772782 
  0.09618027    0.13744654 
  0.10879964    0.13696763 
  0.12141901    0.13628923 
  0.13403837    0.13540937 
  0.14665774    0.13432593 
  0.15927710    0.13303669 
  0.17189647    0.13153934 
  0.18451584    0.12983142 
  0.19713520    0.12791041 
  0.20975457    0.12576949 
  0.22237394    0.12339324 
  0.23499330    0.12079304 
  0.24761267    0.11796597 
  0.26023204    0.11490907 
  0.27285140    0.11161942 
  0.28547077    0.10807956 
  0.29809014    0.10427289 
  0.31070950    0.10022163 
  0.32332887    0.09591376 
  0.33594824    0.09130879 
  0.34856760    0.08644858 
  0.36118697    0.08126818 
  0.37380634    0.07580530 
  0.38642570    0.07001928 
  0.39904507    0.06389770 
  0.41166443    0.05743370 
  0.42428380    0.05060687 
  0.43690317    0.04338715 
  0.44952253    0.03575198 
  0.46214190    0.02766453 
  0.47476127    0.01907183 
  0.48738063    0.00990869 
  0.50000000    0.00000000 
